"Sample","Library_Flowcell_Lane","Raw reads","Raw data","Effective(%)","Error(%)","Q20(%)","Q30(%)","GC(%)","PlateID","Sample_ID"
"A08_8","CKDL240033243-1A_22HW3CLT4_L8",3644824,546723600,100,0.01,97.36,95.37,65.05,"DSP-1001660012892-D","DSP-1001660012892-D-A08"
"A09_8","CKDL240033243-1A_22HW3CLT4_L8",1555598,233339700,100,0.01,97.81,95.85,63.92,"DSP-1001660012892-D","DSP-1001660012892-D-A09"
"A10_8","CKDL240033243-1A_22HW3CLT4_L8",845426,126813900,100,0.01,97.62,95.68,64.28,"DSP-1001660012892-D","DSP-1001660012892-D-A10"
"A11_8","CKDL240033243-1A_22HW3CLT4_L8",2630914,394637100,100,0.01,97.78,95.86,64.31,"DSP-1001660012892-D","DSP-1001660012892-D-A11"
"A12_8","CKDL240033243-1A_22HW3CLT4_L8",3696904,554535600,100,0.01,97.35,94.93,64.18,"DSP-1001660012892-D","DSP-1001660012892-D-A12"
"B01_8","CKDL240033243-1A_22HW3CLT4_L8",1607888,241183200,100,0.01,97.5,95.49,64.14,"DSP-1001660012892-D","DSP-1001660012892-D-B01"
"B02_8","CKDL240033243-1A_22HW3CLT4_L8",1486866,223029900,100,0.01,97.81,95.9,64.27,"DSP-1001660012892-D","DSP-1001660012892-D-B02"
"B03_8","CKDL240033243-1A_22HW3CLT4_L8",827168,124075200,100,0.01,97.07,94.47,65.35,"DSP-1001660012892-D","DSP-1001660012892-D-B03"
"B04_8","CKDL240033243-1A_22HW3CLT4_L8",2763560,414534000,100,0.01,97.78,95.46,64.32,"DSP-1001660012892-D","DSP-1001660012892-D-B04"
"B05_8","CKDL240033243-1A_22HW3CLT4_L8",3042540,456381000,100,0.01,97.64,95.81,64.18,"DSP-1001660012892-D","DSP-1001660012892-D-B05"
"B06_8","CKDL240033243-1A_22HW3CLT4_L8",1621896,243284400,100,0.01,97.62,95.46,65.8,"DSP-1001660012892-D","DSP-1001660012892-D-B06"
"B07_8","CKDL240033243-1A_22HW3CLT4_L8",1012798,151919700,100,0.01,97.78,95.81,64.13,"DSP-1001660012892-D","DSP-1001660012892-D-B07"
"B08_8","CKDL240033243-1A_22HW3CLT4_L8",5794774,869216100,100,0.01,97.61,95.67,65.35,"DSP-1001660012892-D","DSP-1001660012892-D-B08"
"B09_8","CKDL240033243-1A_22HW3CLT4_L8",2670114,400517100,100,0.01,97.61,95.57,65.32,"DSP-1001660012892-D","DSP-1001660012892-D-B09"
"B10_8","CKDL240033243-1A_22HW3CLT4_L8",1842726,276408900,100,0.01,97.73,95.96,64.33,"DSP-1001660012892-D","DSP-1001660012892-D-B10"
"B11_8","CKDL240033243-1A_22HW3CLT4_L8",28943406,4341510900,100,0.01,97.32,95.22,63.79,"DSP-1001660012892-D","DSP-1001660012892-D-B11"
"B12_8","CKDL240033243-1A_22HW3CLT4_L8",6662288,999343200,100,0.01,97.72,95.62,65.2,"DSP-1001660012892-D","DSP-1001660012892-D-B12"
"C01_8","CKDL240033243-1A_22HW3CLT4_L8",10404338,1560650700,100,0.01,97.69,95.82,65.02,"DSP-1001660012892-D","DSP-1001660012892-D-C01"
"C02_8","CKDL240033243-1A_22HW3CLT4_L8",7190830,1078624500,100,0.01,97.44,95.32,65.84,"DSP-1001660012892-D","DSP-1001660012892-D-C02"
"C03_8","CKDL240033243-1A_22HW3CLT4_L8",5631322,844698300,100,0.01,97.83,95.97,65.08,"DSP-1001660012892-D","DSP-1001660012892-D-C03"
"C04_8","CKDL240033243-1A_22HW3CLT4_L8",3328218,499232700,100,0.01,97.41,95.25,64.69,"DSP-1001660012892-D","DSP-1001660012892-D-C04"
"C05_8","CKDL240033243-1A_22HW3CLT4_L8",3130556,469583400,100,0.01,97.72,95.97,63.54,"DSP-1001660012892-D","DSP-1001660012892-D-C05"
"C06_8","CKDL240033243-1A_22HW3CLT4_L8",1152336,172850400,100,0.01,97.83,95.74,65.01,"DSP-1001660012892-D","DSP-1001660012892-D-C06"
"C07_8","CKDL240033243-1A_22HW3CLT4_L8",2265812,339871800,100,0.01,97.43,95.15,65.47,"DSP-1001660012892-D","DSP-1001660012892-D-C07"
"C08_8","CKDL240033243-1A_22HW3CLT4_L8",1654886,248232900,100,0.01,97.42,95.29,66.43,"DSP-1001660012892-D","DSP-1001660012892-D-C08"
"C09_8","CKDL240033243-1A_22HW3CLT4_L8",1332706,199905900,100,0.01,97.65,95.85,64.94,"DSP-1001660012892-D","DSP-1001660012892-D-C09"
"C10_8","CKDL240033243-1A_22HW3CLT4_L8",5085922,762888300,100,0.01,97.01,94.5,64.87,"DSP-1001660012892-D","DSP-1001660012892-D-C10"
"C11_8","CKDL240033243-1A_22HW3CLT4_L8",8421844,1263276600,100,0.01,97.76,95.97,64.48,"DSP-1001660012892-D","DSP-1001660012892-D-C11"
"C12_8","CKDL240033243-1A_22HW3CLT4_L8",342480,51372000,100,0.01,97.73,95.98,65.57,"DSP-1001660012892-D","DSP-1001660012892-D-C12"
"D01_8","CKDL240033243-1A_22HW3CLT4_L8",1727496,259124400,100,0.01,97.84,95.78,65.11,"DSP-1001660012892-D","DSP-1001660012892-D-D01"
"D02_8","CKDL240033243-1A_22HW3CLT4_L8",2094992,314248800,100,0.01,97.67,95.62,65.46,"DSP-1001660012892-D","DSP-1001660012892-D-D02"
"D03_8","CKDL240033243-1A_22HW3CLT4_L8",1825966,273894900,100,0.01,97.7,95.86,64.26,"DSP-1001660012892-D","DSP-1001660012892-D-D03"
"D04_8","CKDL240033243-1A_22HW3CLT4_L8",4590392,688558800,100,0.01,97.48,95.44,65.09,"DSP-1001660012892-D","DSP-1001660012892-D-D04"
"D05_8","CKDL240033243-1A_22HW3CLT4_L8",4059112,608866800,100,0.01,97.47,95.06,66.2,"DSP-1001660012892-D","DSP-1001660012892-D-D05"
"D06_8","CKDL240033243-1A_22HW3CLT4_L8",2810734,421610100,100,0.01,97.44,95.48,65.52,"DSP-1001660012892-D","DSP-1001660012892-D-D06"
"D07_8","CKDL240033243-1A_22HW3CLT4_L8",6263264,939489600,100,0.01,97.73,96,64.6,"DSP-1001660012892-D","DSP-1001660012892-D-D07"
"D08_8","CKDL240033243-1A_22HW3CLT4_L8",799438,119915700,100,0.01,97.68,95.84,65.19,"DSP-1001660012892-D","DSP-1001660012892-D-D08"
"D09_8","CKDL240033243-1A_22HW3CLT4_L8",713394,107009100,100,0.01,97.74,95.93,65.53,"DSP-1001660012892-D","DSP-1001660012892-D-D09"
"D10_8","CKDL240033243-1A_22HW3CLT4_L8",1471078,220661700,100,0.01,97.69,95.86,64.79,"DSP-1001660012892-D","DSP-1001660012892-D-D10"
"D11_8","CKDL240033243-1A_22HW3CLT4_L8",6107724,916158600,100,0.01,97.74,95.6,64.56,"DSP-1001660012892-D","DSP-1001660012892-D-D11"
"D12_8","CKDL240033243-1A_22HW3CLT4_L8",3699850,554977500,100,0.01,97.64,95.64,64.68,"DSP-1001660012892-D","DSP-1001660012892-D-D12"
"E01_8","CKDL240033243-1A_22HW3CLT4_L8",2623252,393487800,100,0.01,97.68,95.93,65.28,"DSP-1001660012892-D","DSP-1001660012892-D-E01"
"E02_8","CKDL240033243-1A_22HW3CLT4_L8",755048,113257200,100,0.01,97.91,95.92,64.8,"DSP-1001660012892-D","DSP-1001660012892-D-E02"
"E03_8","CKDL240033243-1A_22HW3CLT4_L8",840586,126087900,100,0.01,97.69,95.76,64.13,"DSP-1001660012892-D","DSP-1001660012892-D-E03"
"E04_8","CKDL240033243-1A_22HW3CLT4_L8",1150352,172552800,100,0.01,97.09,94.56,65.02,"DSP-1001660012892-D","DSP-1001660012892-D-E04"
"E05_8","CKDL240033243-1A_22HW3CLT4_L8",2195506,329325900,100,0.01,97.77,95.77,64.12,"DSP-1001660012892-D","DSP-1001660012892-D-E05"
"E06_8","CKDL240033243-1A_22HW3CLT4_L8",2189976,328496400,100,0.01,97.86,95.84,64.04,"DSP-1001660012892-D","DSP-1001660012892-D-E06"
"E07_8","CKDL240033243-1A_22HW3CLT4_L8",2990042,448506300,100,0.01,97.62,95.76,66.06,"DSP-1001660012892-D","DSP-1001660012892-D-E07"
"E08_8","CKDL240033243-1A_22HW3CLT4_L8",536898,80534700,100,0.01,97.79,95.81,64.24,"DSP-1001660012892-D","DSP-1001660012892-D-E08"
"E09_8","CKDL240033243-1A_22HW3CLT4_L8",751214,112682100,100,0.01,97.83,95.88,65.06,"DSP-1001660012892-D","DSP-1001660012892-D-E09"
"E10_8","CKDL240033243-1A_22HW3CLT4_L8",707854,106178100,100,0.01,97.46,95.42,65.8,"DSP-1001660012892-D","DSP-1001660012892-D-E10"
"E11_7","CKDL240033243-1A_22HW3CLT4_L8",2331502,349725300,100,0.01,97.29,95.18,65.68,"DSP-1001660006524-C","DSP-1001660006524-C-E11"
"E12_7","CKDL240033243-1A_22HW3CLT4_L8",2749526,412428900,100,0.01,97.55,95.5,65.31,"DSP-1001660006524-C","DSP-1001660006524-C-E12"
"F01_7","CKDL240033243-1A_22HW3CLT4_L8",1164672,174700800,100,0.01,97.82,95.83,63.57,"DSP-1001660006524-C","DSP-1001660006524-C-F01"
"F02_7","CKDL240033243-1A_22HW3CLT4_L8",2259884,338982600,100,0.01,97.67,95.89,65.27,"DSP-1001660006524-C","DSP-1001660006524-C-F02"
"F03_7","CKDL240033243-1A_22HW3CLT4_L8",1104332,165649800,100,0.01,97.55,95.7,64.39,"DSP-1001660006524-C","DSP-1001660006524-C-F03"
"F04_7","CKDL240033243-1A_22HW3CLT4_L8",2393240,358986000,100,0.01,97.78,96.05,64.56,"DSP-1001660006524-C","DSP-1001660006524-C-F04"
"F05_7","CKDL240033243-1A_22HW3CLT4_L8",4375492,656323800,100,0.01,97.84,95.83,64.73,"DSP-1001660006524-C","DSP-1001660006524-C-F05"
"F06_7","CKDL240033243-1A_22HW3CLT4_L8",6844986,1026747900,100,0.01,97.72,95.96,63.04,"DSP-1001660006524-C","DSP-1001660006524-C-F06"
"F07_7","CKDL240033243-1A_22HW3CLT4_L8",7109064,1066359600,100,0.01,97.83,96.03,64.32,"DSP-1001660006524-C","DSP-1001660006524-C-F07"
"F08_6","CKDL240033243-1A_22HW3CLT4_L8",2761886,414282900,100,0.01,97.83,95.83,65.53,"DSP-1001660006525-B","DSP-1001660006525-B-F08"
"F09_6","CKDL240033243-1A_22HW3CLT4_L8",1161174,174176100,100,0.01,97.9,96.12,63.71,"DSP-1001660006525-B","DSP-1001660006525-B-F09"
"F10_6","CKDL240033243-1A_22HW3CLT4_L8",4967280,745092000,100,0.01,97.63,95.82,65.14,"DSP-1001660006525-B","DSP-1001660006525-B-F10"
"F11_6","CKDL240033243-1A_22HW3CLT4_L8",7922608,1188391200,100,0.01,97.53,95.54,64.19,"DSP-1001660006525-B","DSP-1001660006525-B-F11"
"F12_6","CKDL240033243-1A_22HW3CLT4_L8",5948182,892227300,100,0.01,97.7,95.86,64.37,"DSP-1001660006525-B","DSP-1001660006525-B-F12"
"G01_6","CKDL240033243-1A_22HW3CLT4_L8",3853792,578068800,100,0.01,97.67,95.79,63.88,"DSP-1001660006525-B","DSP-1001660006525-B-G01"
"G02_6","CKDL240033243-1A_22HW3CLT4_L8",343574,51536100,100,0.01,97.61,95.83,64.08,"DSP-1001660006525-B","DSP-1001660006525-B-G02"
"G03_6","CKDL240033243-1A_22HW3CLT4_L8",5016676,752501400,100,0.01,97.66,95.77,65.77,"DSP-1001660006525-B","DSP-1001660006525-B-G03"
"G04_6","CKDL240033243-1A_22HW3CLT4_L8",534756,80213400,100,0.01,97.59,95.78,64.42,"DSP-1001660006525-B","DSP-1001660006525-B-G04"
"G05_6","CKDL240033243-1A_22HW3CLT4_L8",3432324,514848600,100,0.01,97.66,95.86,64.21,"DSP-1001660006525-B","DSP-1001660006525-B-G05"
"G06_6","CKDL240033243-1A_22HW3CLT4_L8",2804284,420642600,100,0.01,97.51,95.19,65.95,"DSP-1001660006525-B","DSP-1001660006525-B-G06"
"G07_6","CKDL240033243-1A_22HW3CLT4_L8",7320476,1098071400,100,0.01,97.29,94.85,65.49,"DSP-1001660006525-B","DSP-1001660006525-B-G07"
"G08_5","CKDL240033243-1A_22HW3CLT4_L8",646008,96901200,100,0.01,97.66,95.79,64.59,"DSP-1001660036877-D","DSP-1001660036877-D-G08"
"G09_5","CKDL240033243-1A_22HW3CLT4_L8",3203556,480533400,100,0.01,97.67,95.77,65,"DSP-1001660036877-D","DSP-1001660036877-D-G09"
"G10_5","CKDL240033243-1A_22HW3CLT4_L8",4932954,739943100,100,0.01,97.43,95.42,65.56,"DSP-1001660036877-D","DSP-1001660036877-D-G10"
"G11_4","CKDL240033243-1A_22HW3CLT4_L8",1074634,161195100,100,0.01,97.31,94.8,64.16,"DSP-1001660006536-C","DSP-1001660006536-C-G11"
"G12_4","CKDL240033243-1A_22HW3CLT4_L8",4502964,675444600,100,0.01,97.66,95.78,64.13,"DSP-1001660006536-C","DSP-1001660006536-C-G12"
"H01_4","CKDL240033243-1A_22HW3CLT4_L8",1392936,208940400,100,0.01,97.71,95.76,64.55,"DSP-1001660006536-C","DSP-1001660006536-C-H01"
"Undetermined","Undetermined_22HW3CLT4_L8",4522984420,6.78448e+11,99.99,0.01,98.74,96.42,46.79,"DSP-1001660006537-B","DSP-1001660006537-B-Und"
"Undetermined","Undetermined_22HW3CLT4_L7",3498202860,5.2473e+11,99.99,0.01,98.06,94.47,46.65,"DSP-1001660006537-B","DSP-1001660006537-B-Und"
"A01","CKDL250003449-1A_22MKMYLT4_L5",13146,1971900,100,0.04,87.78,71.19,71.46,"DSP-1001660006527-D","DSP-1001660006527-D-A01"
"A02","CKDL250003449-1A_22MKMYLT4_L5",1928952,289342800,100,0.04,89.78,74.24,65.25,"DSP-1001660006527-D","DSP-1001660006527-D-A02"
"A03","CKDL250003449-1A_22MKMYLT4_L5",2356592,353488800,100,0.03,90.57,76.59,66.71,"DSP-1001660006527-D","DSP-1001660006527-D-A03"
"A04","CKDL250003449-1A_22MKMYLT4_L5",2784522,417678300,100,0.03,89.9,75.25,64.95,"DSP-1001660006527-D","DSP-1001660006527-D-A04"
"A05","CKDL250003449-1A_22MKMYLT4_L5",1365114,204767100,100,0.03,91.96,80.62,66.77,"DSP-1001660006527-D","DSP-1001660006527-D-A05"
"A06","CKDL250003449-1A_22MKMYLT4_L5",663664,99549600,100,0.03,90.88,78.13,68.45,"DSP-1001660006527-D","DSP-1001660006527-D-A06"
"A07","CKDL250003449-1A_22MKMYLT4_L5",1063596,159539400,100,0.03,90.4,75.92,65.46,"DSP-1001660006527-D","DSP-1001660006527-D-A07"
"A08","CKDL250003449-1A_22MKMYLT4_L5",891598,133739700,100,0.04,89.08,73.18,65.3,"DSP-1001660006527-D","DSP-1001660006527-D-A08"
"A09","CKDL250003449-1A_22MKMYLT4_L5",2745088,411763200,100,0.03,90.77,77.27,66.04,"DSP-1001660006527-D","DSP-1001660006527-D-A09"
"A10","CKDL250003449-1A_22MKMYLT4_L5",1925646,288846900,100,0.03,90.15,75.52,65.42,"DSP-1001660006527-D","DSP-1001660006527-D-A10"
"A11","CKDL250003449-1A_22MKMYLT4_L5",2231658,334748700,100,0.03,90.86,77.82,66.8,"DSP-1001660006527-D","DSP-1001660006527-D-A11"
"A12","CKDL250003449-1A_22MKMYLT4_L5",1135378,170306700,100,0.03,90.76,76.77,66.15,"DSP-1001660006527-D","DSP-1001660006527-D-A12"
"B01","CKDL250003449-1A_22MKMYLT4_L5",1792924,268938600,100,0.03,90.75,76.85,67.89,"DSP-1001660006527-D","DSP-1001660006527-D-B01"
"B02","CKDL250003449-1A_22MKMYLT4_L5",1347608,202141200,100,0.04,89.38,73.71,66.08,"DSP-1001660006527-D","DSP-1001660006527-D-B02"
"B03","CKDL250003449-1A_22MKMYLT4_L5",949306,142395900,100,0.03,90.73,76.14,66.21,"DSP-1001660006527-D","DSP-1001660006527-D-B03"
"B04","CKDL250003449-1A_22MKMYLT4_L5",1028860,154329000,100,0.03,90.65,77.44,67.16,"DSP-1001660006527-D","DSP-1001660006527-D-B04"
"B05","CKDL250003449-1A_22MKMYLT4_L5",1142716,171407400,100,0.03,90.39,76.07,65.47,"DSP-1001660006527-D","DSP-1001660006527-D-B05"
"B06","CKDL250003449-1A_22MKMYLT4_L5",605754,90863100,100,0.04,90.03,74.55,66.31,"DSP-1001660006527-D","DSP-1001660006527-D-B06"
"B07","CKDL250003449-1A_22MKMYLT4_L5",810964,121644600,100,0.03,90.62,76.18,66.02,"DSP-1001660006527-D","DSP-1001660006527-D-B07"
"B08","CKDL250003449-1A_22MKMYLT4_L5",1113172,166975800,100,0.03,91.04,77.18,67.54,"DSP-1001660006527-D","DSP-1001660006527-D-B08"
"B09","CKDL250003449-1A_22MKMYLT4_L5",830210,124531500,100,0.03,90.84,77.86,65.85,"DSP-1001660006527-D","DSP-1001660006527-D-B09"
"B10","CKDL250003449-1A_22MKMYLT4_L5",1492104,223815600,100,0.04,89.31,73.7,66.21,"DSP-1001660006527-D","DSP-1001660006527-D-B10"
"B11","CKDL250003449-1A_22MKMYLT4_L5",291684,43752600,100,0.04,89.29,73.58,65.75,"DSP-1001660006527-D","DSP-1001660006527-D-B11"
"B12","CKDL250003449-1A_22MKMYLT4_L5",178382,26757300,100,0.03,90.58,76.49,67.25,"DSP-1001660006527-D","DSP-1001660006527-D-B12"
"C01","CKDL250003449-1A_22MKMYLT4_L5",398824,59823600,100,0.03,90.58,75.89,67.58,"DSP-1001660006527-D","DSP-1001660006527-D-C01"
"C02","CKDL250003449-1A_22MKMYLT4_L5",554210,83131500,100,0.03,90.79,77.75,66.57,"DSP-1001660006527-D","DSP-1001660006527-D-C02"
"C03","CKDL250003449-1A_22MKMYLT4_L5",247366,37104900,100,0.03,91.55,79.65,65.19,"DSP-1001660006527-D","DSP-1001660006527-D-C03"
"C04","CKDL250003449-1A_22MKMYLT4_L5",226664,33999600,100,0.03,90.26,76.43,65.94,"DSP-1001660006527-D","DSP-1001660006527-D-C04"
"C05","CKDL250003449-1A_22MKMYLT4_L5",603944,90591600,100,0.03,90.94,77.14,65.4,"DSP-1001660006527-D","DSP-1001660006527-D-C05"
"C06","CKDL250003449-1A_22MKMYLT4_L5",2061560,309234000,100,0.03,89.94,75.01,66.46,"DSP-1001660006527-D","DSP-1001660006527-D-C06"
"C07","CKDL250003449-1A_22MKMYLT4_L5",3844028,576604200,100,0.04,87.03,69.36,66.87,"DSP-1001660006527-D","DSP-1001660006527-D-C07"
"C08","CKDL250003449-1A_22MKMYLT4_L5",2354244,353136600,100,0.03,90.33,76.22,66.6,"DSP-1001660006527-D","DSP-1001660006527-D-C08"
"C09","CKDL250003449-1A_22MKMYLT4_L5",16913628,2537044200,100,0.03,90.72,77.47,65.65,"DSP-1001660006527-D","DSP-1001660006527-D-C09"
"C10","CKDL250003449-1A_22MKMYLT4_L5",12032234,1804835100,100,0.03,90.38,76.36,65.35,"DSP-1001660006527-D","DSP-1001660006527-D-C10"
"D01","CKDL250003449-1A_22MKMYLT4_L5",6299444,944916600,100,0.03,90.5,75.91,65.87,"DSP-1001660006527-D","DSP-1001660006527-D-D01"
"D02","CKDL250003449-1A_22MKMYLT4_L5",5987034,898055100,100,0.03,90.11,75.77,64.99,"DSP-1001660006527-D","DSP-1001660006527-D-D02"
"D03","CKDL250003449-1A_22MKMYLT4_L5",74,11100,100,0.03,91.05,77.28,68.46,"DSP-1001660006527-D","DSP-1001660006527-D-D03"
"D04","CKDL250003449-1A_22MKMYLT4_L5",2477796,371669400,100,0.03,90.82,77.03,67.94,"DSP-1001660006527-D","DSP-1001660006527-D-D04"
"D05","CKDL250003449-1A_22MKMYLT4_L5",1325356,198803400,100,0.03,90.04,75.45,67.78,"DSP-1001660006527-D","DSP-1001660006527-D-D05"
"D06","CKDL250003449-1A_22MKMYLT4_L5",4282966,642444900,100,0.03,90.49,76.23,66.25,"DSP-1001660006527-D","DSP-1001660006527-D-D06"
"D07","CKDL250003449-1A_22MKMYLT4_L5",10390966,1558644900,100,0.03,90.64,76.61,66.99,"DSP-1001660006527-D","DSP-1001660006527-D-D07"
"D08","CKDL250003449-1A_22MKMYLT4_L5",12342088,1851313200,100,0.03,90.79,76.4,66.43,"DSP-1001660006527-D","DSP-1001660006527-D-D08"
"D09","CKDL250003449-1A_22MKMYLT4_L5",5275128,791269200,100,0.04,89.38,73.93,67.92,"DSP-1001660006527-D","DSP-1001660006527-D-D09"
"D10","CKDL250003449-1A_22MKMYLT4_L5",3565076,534761400,100,0.04,88.73,72.81,65.59,"DSP-1001660006527-D","DSP-1001660006527-D-D10"
"D11","CKDL250003449-1A_22MKMYLT4_L5",8916264,1337439600,100,0.03,91.23,78.9,65.5,"DSP-1001660006527-D","DSP-1001660006527-D-D11"
"D12","CKDL250003449-1A_22MKMYLT4_L5",481736,72260400,100,0.03,90.47,76.47,66.88,"DSP-1001660006527-D","DSP-1001660006527-D-D12"
"E01","CKDL250003449-1A_22MKMYLT4_L5",834014,125102100,100,0.05,85.49,66.76,66.38,"DSP-1001660006527-D","DSP-1001660006527-D-E01"
"E02","CKDL250003449-1A_22MKMYLT4_L5",657894,98684100,100,0.03,90.34,76.27,66.79,"DSP-1001660006527-D","DSP-1001660006527-D-E02"
"E03","CKDL250003449-1A_22MKMYLT4_L5",1719268,257890200,100,0.03,91.02,77.88,66.67,"DSP-1001660006527-D","DSP-1001660006527-D-E03"
"E04","CKDL250003449-1A_22MKMYLT4_L5",605164,90774600,100,0.03,90.63,76.64,65.76,"DSP-1001660006527-D","DSP-1001660006527-D-E04"
"E05","CKDL250003449-1A_22MKMYLT4_L5",785500,117825000,100,0.03,90.42,76.62,66.46,"DSP-1001660006527-D","DSP-1001660006527-D-E05"
"E06","CKDL250003449-1A_22MKMYLT4_L5",209244,31386600,100,0.04,89.84,74.81,67,"DSP-1001660006527-D","DSP-1001660006527-D-E06"
"E07","CKDL250003449-1A_22MKMYLT4_L5",648368,97255200,100,0.03,90.68,77.22,65.82,"DSP-1001660006527-D","DSP-1001660006527-D-E07"
"E08","CKDL250003449-1A_22MKMYLT4_L5",232150,34822500,100,0.03,91.82,80.55,65.15,"DSP-1001660006527-D","DSP-1001660006527-D-E08"
"E09","CKDL250003449-1A_22MKMYLT4_L5",357270,53590500,100,0.03,90.57,76.6,66.56,"DSP-1001660006527-D","DSP-1001660006527-D-E09"
"E10","CKDL250003449-1A_22MKMYLT4_L5",305558,45833700,100,0.03,90.27,76.18,65.9,"DSP-1001660006527-D","DSP-1001660006527-D-E10"
"E11","CKDL250003449-1A_22MKMYLT4_L5",367496,55124400,100,0.03,90.38,75.93,66.88,"DSP-1001660006527-D","DSP-1001660006527-D-E11"
"E12","CKDL250003449-1A_22MKMYLT4_L5",2763532,414529800,100,0.03,90.19,75.83,66.82,"DSP-1001660006527-D","DSP-1001660006527-D-E12"
"F01","CKDL250003449-1A_22MKMYLT4_L5",1743936,261590400,100,0.03,91.77,80.02,65.07,"DSP-1001660006527-D","DSP-1001660006527-D-F01"
"F02","CKDL250003449-1A_22MKMYLT4_L5",5663300,849495000,100,0.03,90.66,76.41,65.4,"DSP-1001660006527-D","DSP-1001660006527-D-F02"
"F03","CKDL250003449-1A_22MKMYLT4_L5",2289962,343494300,100,0.03,90.7,77.34,66.72,"DSP-1001660006527-D","DSP-1001660006527-D-F03"
"F04","CKDL250003449-1A_22MKMYLT4_L5",1711636,256745400,100,0.03,90.53,76.49,67.68,"DSP-1001660006527-D","DSP-1001660006527-D-F04"
"F05","CKDL250003449-1A_22MKMYLT4_L5",3049636,457445400,100,0.04,89.85,74.34,67.06,"DSP-1001660006527-D","DSP-1001660006527-D-F05"
"F06","CKDL250003449-1A_22MKMYLT4_L5",293124,43968600,100,0.03,90.95,76.83,66.6,"DSP-1001660006527-D","DSP-1001660006527-D-F06"
"F07","CKDL250003449-1A_22MKMYLT4_L5",198574,29786100,100,0.03,89.96,75.22,65.92,"DSP-1001660006527-D","DSP-1001660006527-D-F07"
"F08","CKDL250003449-1A_22MKMYLT4_L5",193372,29005800,100,0.03,90.52,76.69,66.16,"DSP-1001660006527-D","DSP-1001660006527-D-F08"
"F09","CKDL250003449-1A_22MKMYLT4_L5",278916,41837400,100,0.03,90.18,75.64,66.05,"DSP-1001660006527-D","DSP-1001660006527-D-F09"
"F10","CKDL250003449-1A_22MKMYLT4_L5",212868,31930200,100,0.05,86.46,68.81,68.61,"DSP-1001660006527-D","DSP-1001660006527-D-F10"
"F11","CKDL250003449-1A_22MKMYLT4_L5",215166,32274900,100,0.03,90.53,76.5,65,"DSP-1001660006527-D","DSP-1001660006527-D-F11"
"C11","CKDL250003449-1A_22MKMYLT4_L5",12198202,1829730300,100,0.05,85.08,65.33,65.9,"DSP-1001660006527-D","DSP-1001660006527-D-C11"
"C12","CKDL250003449-1A_22MKMYLT4_L5",6204790,930718500,100,0.03,89.97,75.43,65.96,"DSP-1001660006527-D","DSP-1001660006527-D-C12"
"S3_F08","CKDL250003450-1A_22MKMYLT4_L1",2,300,100,0.05,87.33,67.33,65.67,"DSP-1001660006527-D","DSP-1001660006527-D-S3_F08"
"S4_D11","CKDL250003450-1A_22MKMYLT4_L1",4,600,100,0.04,86.33,72,63.67,"DSP-1001660006527-D","DSP-1001660006527-D-S4_D11"
